ssc_cgpa,hsc_cgpa,btech_cgpa,work_exp,dsa_score,aptitude_score,coding_rating,sentiment_score,skill_stack_impact,selected
8.98,6.93,7.62,0,3,8,1,0.63,7,1
8.63,8.57,6.1,0,1,9,3,-0.02,4,0
7.94,8.18,9.7,0,7,10,2,0.87,2,1
7.33,8.0,8.58,0,10,3,2,-0.23,3,1
9.81,7.32,8.65,0,8,3,4,0.67,7,1
8.97,8.71,7.01,0,3,6,5,0.58,6,1
6.35,6.78,9.28,0,10,5,1,0.58,9,1
9.17,9.92,9.73,1,3,4,5,-0.29,8,1
6.56,8.45,7.23,0,2,6,3,0.45,8,1
9.45,6.53,9.91,1,4,1,5,0.05,9,1
6.69,6.67,7.85,0,7,9,3,-0.39,9,1
7.69,9.14,6.78,0,2,10,1,-0.08,7,0
9.01,8.05,7.28,0,6,1,1,0.88,3,1
6.0,9.66,9.38,0,6,2,5,-0.4,2,1
8.89,6.93,8.82,0,4,4,5,0.06,1,1
6.14,9.98,6.93,0,7,2,2,0.44,8,1
9.21,7.36,7.78,1,7,10,1,0.8,3,1
6.15,9.23,7.28,0,7,8,2,0.99,4,1
9.45,7.07,8.14,0,9,10,3,-0.47,4,1
6.93,6.27,6.75,0,9,7,4,0.07,6,1
9.91,9.23,8.95,1,10,2,1,-0.41,7,1
9.66,8.87,7.13,1,9,2,3,-0.44,5,1
8.18,6.31,9.82,0,5,5,4,0.22,10,1
9.74,9.64,9.28,0,7,7,4,0.26,2,1
7.51,7.57,8.18,0,7,3,2,-0.03,5,1
7.64,8.65,6.47,0,10,6,3,0.12,7,1
9.8,6.84,7.04,0,10,1,4,0.09,9,1
9.32,8.03,8.48,0,10,3,3,-0.28,9,1
8.12,8.98,9.3,0,2,7,1,-0.03,6,1
8.39,9.26,7.53,1,1,1,2,0.49,3,0
8.57,8.4,8.78,0,1,2,2,-0.34,7,0
7.65,6.29,8.3,0,10,9,5,-0.37,9,1
6.32,6.59,7.19,1,1,8,5,0.1,8,1
6.65,9.86,6.82,1,5,5,2,0.33,1,1
6.78,6.66,9.67,1,2,1,1,-0.33,4,1
6.2,7.03,7.86,0,5,7,3,0.23,10,1
7.37,9.85,7.78,1,5,3,2,0.33,1,1
8.9,9.19,9.33,1,8,4,4,0.43,4,1
9.22,9.38,7.58,0,1,9,2,0.08,8,0
8.54,6.75,9.0,1,10,10,1,0.22,3,1
9.87,8.86,9.83,0,1,10,4,0.43,2,1
7.72,6.22,6.09,1,7,7,1,0.33,4,1
9.43,9.75,7.97,0,8,2,4,-0.04,6,1
6.43,9.37,8.46,0,5,3,3,0.8,5,1
9.11,9.39,6.73,1,3,10,5,0.3,3,1
6.17,7.29,8.24,0,8,10,5,0.93,10,1
9.72,8.11,7.04,0,9,10,2,0.69,3,1
6.7,8.83,8.85,1,9,4,2,0.88,1,1
8.88,6.74,7.31,0,9,9,2,0.0,5,1
7.03,9.1,7.54,1,6,2,5,-0.29,7,1
9.57,7.55,7.15,0,10,6,5,0.0,7,1
7.3,8.69,7.35,0,6,5,1,0.23,2,0
6.3,6.42,9.35,1,10,10,1,-0.41,10,1
7.61,7.7,7.53,1,7,8,1,-0.11,1,1
7.57,8.47,9.44,1,6,2,5,-0.15,7,1
7.14,8.52,7.82,0,3,10,3,-0.02,8,1
7.68,6.45,6.69,0,5,10,5,-0.17,8,1
6.4,6.06,9.85,0,5,6,4,0.52,10,1
9.4,7.38,6.14,0,9,5,5,0.85,9,1
6.81,9.64,9.04,0,3,4,5,-0.19,10,1
9.78,9.98,7.8,0,1,7,5,-0.19,4,1
7.27,6.04,7.53,0,1,9,4,0.45,8,1
6.48,9.91,6.75,0,7,10,5,0.05,10,1
6.86,8.51,9.69,1,3,10,3,0.61,5,1
7.6,6.97,6.81,0,6,4,2,0.01,7,1
7.74,9.48,6.72,1,3,9,2,0.09,9,1
6.53,6.97,7.17,0,4,5,2,-0.25,10,1
8.7,6.07,7.36,1,7,6,4,0.12,7,1
7.03,9.74,6.52,0,8,3,3,0.86,10,1
9.46,7.83,7.9,0,4,3,1,0.79,7,1
7.71,6.44,6.12,0,4,10,5,0.73,5,1
9.36,8.6,8.46,1,4,4,4,0.21,7,1
6.04,6.3,7.5,0,2,5,2,-0.01,7,0
8.84,9.93,6.2,1,8,1,4,0.45,5,1
6.32,6.19,6.08,0,4,8,3,0.68,1,0
8.27,9.17,9.95,1,10,6,1,0.0,5,1
9.78,6.23,9.72,1,4,4,1,-0.29,2,1
9.29,8.84,8.35,0,10,5,3,-0.27,6,1
6.26,6.3,6.46,0,2,5,3,0.02,9,0
7.03,7.8,8.77,0,1,5,2,0.31,1,0
9.53,6.39,6.22,1,9,5,4,-0.41,4,1
8.06,9.96,8.45,0,1,8,3,0.08,9,1
9.13,7.94,9.18,1,6,3,5,-0.14,1,1
6.57,6.74,6.73,1,6,2,3,0.48,1,1
8.28,9.47,8.33,0,2,7,4,0.19,9,1
9.87,9.83,6.99,0,4,7,4,0.83,2,1
8.1,8.75,7.09,1,4,6,4,-0.29,7,1
7.28,6.77,7.24,0,7,2,2,0.36,10,1
9.15,7.62,6.01,0,3,7,2,0.39,10,1
8.75,9.26,7.67,0,3,3,2,-0.4,1,0
8.48,8.18,6.5,0,7,8,1,0.64,10,1
6.56,9.46,9.49,0,3,3,4,-0.4,6,1
7.43,7.07,7.73,0,4,6,1,-0.15,1,0
8.77,9.06,7.22,1,7,3,3,0.98,5,1
8.77,9.95,6.9,0,5,8,2,0.63,3,0
8.32,9.56,8.28,0,10,4,2,-0.46,7,1
7.19,9.72,6.5,0,4,9,2,0.2,7,1
6.65,7.22,8.48,0,6,2,4,0.47,8,1
8.31,8.59,7.83,0,5,7,2,-0.38,3,1
6.53,8.77,9.18,0,1,6,3,0.29,9,1
7.07,9.64,7.74,0,7,4,5,-0.33,10,1
7.04,7.54,9.77,0,2,5,2,0.36,6,1
8.56,7.36,9.99,1,3,8,5,-0.46,10,1
6.09,6.37,8.72,0,1,3,3,0.97,9,1
9.01,8.35,6.85,0,2,2,4,0.74,9,1
9.71,8.56,7.25,0,6,5,1,0.87,3,1
7.91,7.42,8.73,0,10,6,4,0.01,1,1
9.48,8.95,8.0,0,6,9,3,0.17,7,1
6.77,6.41,9.64,0,5,8,4,0.41,2,1
6.37,9.03,8.33,0,4,4,5,-0.41,7,1
7.59,6.5,8.1,0,6,5,1,-0.07,8,1
7.04,9.35,8.86,0,5,10,2,-0.31,2,1
8.7,9.43,9.85,0,10,10,4,-0.01,6,1
9.13,8.81,9.34,1,6,5,4,-0.07,1,1
6.08,7.73,6.13,0,9,3,3,0.43,10,1
9.68,9.9,6.89,0,8,1,3,-0.26,9,1
7.4,9.33,7.97,0,4,5,3,-0.5,2,0
8.26,7.01,9.66,0,7,1,2,0.92,2,1
9.63,6.67,9.87,0,2,5,4,0.28,8,1
8.06,8.05,6.43,1,3,6,3,0.76,4,1
6.67,9.69,9.29,0,2,9,2,0.52,7,1
8.04,6.56,7.7,0,1,5,2,0.51,1,0
9.94,8.75,6.97,0,4,2,3,0.79,2,1
7.72,7.75,7.24,0,1,10,2,0.91,5,0
9.5,8.95,7.01,0,4,2,1,-0.49,2,0
8.88,6.11,7.5,0,2,2,1,0.85,3,0
7.62,8.38,6.43,0,10,2,2,0.73,9,1
6.95,6.34,9.08,1,5,6,5,0.95,1,1
7.2,6.4,7.09,0,3,10,1,-0.36,2,0
7.66,6.67,9.94,0,7,7,1,-0.28,2,1
6.97,7.22,7.93,0,10,10,3,0.63,7,1
7.2,6.14,8.54,0,8,5,3,0.84,1,1
8.86,7.0,9.64,0,2,5,4,-0.47,6,1
7.38,6.69,8.49,0,2,9,1,0.58,3,0
7.63,9.05,6.58,0,7,8,2,0.29,2,1
8.87,7.77,8.93,0,7,7,2,0.03,10,1
8.51,9.32,7.66,0,6,1,3,0.23,2,1
7.77,6.52,7.16,1,6,2,2,0.38,8,1
8.47,6.33,6.87,0,10,6,2,0.45,6,1
6.6,9.72,7.83,0,10,5,3,0.2,9,1
9.71,8.84,7.68,1,6,3,2,0.5,1,1
7.23,9.85,9.86,1,9,4,5,-0.49,2,1
6.4,8.04,6.1,1,8,3,4,0.7,3,1
6.83,9.7,7.46,0,1,3,2,1.0,3,0
7.63,9.92,8.6,0,9,1,5,-0.04,9,1
6.46,9.38,6.56,1,7,4,4,0.86,8,1
7.37,6.86,9.25,0,2,8,5,0.93,3,1
9.86,7.09,7.6,0,3,7,1,0.35,3,0
6.2,8.4,7.37,1,4,5,5,0.73,4,1
9.06,7.94,6.6,1,1,1,3,-0.18,9,1
6.34,8.57,9.05,0,2,6,5,-0.32,5,1
8.08,8.68,9.26,0,4,10,1,-0.36,8,1
6.32,7.79,6.41,1,7,2,5,0.85,4,1
7.28,9.05,9.21,0,2,7,4,-0.31,3,1
6.64,8.8,9.04,0,1,1,1,0.21,1,0
8.34,9.19,7.36,1,2,7,1,0.11,1,0
9.74,8.9,9.67,0,6,3,5,0.34,10,1
7.84,7.23,6.14,0,3,10,4,0.51,4,0
7.11,6.74,7.99,0,4,9,2,0.5,6,1
7.35,8.25,6.82,0,2,10,1,0.81,10,1
7.72,6.76,7.13,0,1,8,4,-0.21,6,0
6.14,6.51,9.66,1,9,3,4,0.29,5,1
6.44,7.53,9.35,1,1,7,4,-0.33,5,1
6.78,7.25,8.48,0,4,4,2,0.77,3,1
7.87,7.45,6.43,0,5,2,2,0.11,9,1
8.16,6.2,6.25,1,7,9,5,0.99,6,1
7.97,9.69,6.06,0,7,5,4,0.18,9,1
9.35,8.05,8.11,0,3,4,4,-0.02,7,1
8.03,8.0,6.44,0,1,6,3,-0.11,8,0
9.13,9.75,8.77,1,6,8,1,-0.36,8,1
8.81,7.61,9.68,1,6,10,3,0.89,2,1
8.73,9.56,8.77,0,4,4,5,-0.1,8,1
7.47,7.49,6.61,1,2,7,4,0.07,5,1
8.31,9.65,8.22,0,10,10,4,0.03,8,1
9.47,9.58,9.68,1,2,10,3,0.64,2,1
6.04,6.37,8.23,0,7,7,3,0.1,3,1
6.15,9.67,8.69,1,1,10,3,-0.27,9,1
6.2,9.45,7.36,0,2,9,2,0.75,7,1
9.1,8.49,8.43,0,6,8,5,0.64,4,1
9.47,7.73,9.87,1,2,9,3,0.58,6,1
9.47,9.53,7.4,0,7,8,2,0.67,8,1
6.65,8.26,8.02,1,8,2,4,0.83,4,1
8.91,7.27,7.37,0,1,5,2,-0.46,8,0
6.31,7.71,7.77,0,9,1,1,0.2,9,1
6.95,9.92,7.55,0,4,7,5,0.62,8,1
9.6,8.66,6.42,1,4,6,3,0.74,7,1
7.09,9.92,8.39,0,7,7,3,0.88,10,1
9.78,8.69,6.26,0,8,1,2,0.18,8,1
8.01,9.32,8.66,0,9,7,3,0.58,5,1
6.11,6.99,7.84,0,6,3,5,0.75,6,1
6.35,7.65,9.0,0,1,10,4,0.25,8,1
8.74,9.53,6.81,0,4,1,3,-0.46,6,1
8.05,9.76,6.19,0,7,1,1,0.83,9,1
7.08,9.55,6.55,0,2,6,1,0.92,8,0
9.14,7.97,6.72,0,10,8,1,0.66,4,1
6.5,8.12,7.08,0,8,4,3,-0.28,2,1
9.88,7.94,6.25,1,6,2,2,0.15,7,1
6.16,7.39,7.06,1,1,10,3,-0.42,1,0
9.07,8.63,9.3,0,6,6,3,0.47,4,1
8.11,6.51,8.37,0,2,5,3,0.96,8,1
7.07,7.97,9.35,0,1,1,4,0.56,7,1
6.1,6.89,9.12,1,7,1,2,-0.45,3,1
9.23,9.09,9.66,1,7,3,2,-0.19,1,1
8.03,6.93,9.38,0,2,7,1,-0.16,2,0
9.84,8.7,9.63,1,5,3,5,-0.15,8,1
9.7,9.47,8.0,0,7,2,3,0.96,9,1
9.87,7.07,7.98,0,9,1,1,-0.28,1,1
7.18,7.03,6.1,0,1,7,5,0.82,1,0
7.29,6.74,8.31,1,5,4,4,-0.32,6,1
8.25,6.02,6.31,1,4,1,5,0.74,8,1
7.08,7.48,8.28,1,9,3,1,0.81,10,1
7.88,6.2,6.76,0,9,8,3,0.78,3,1
7.09,6.47,7.01,0,1,8,1,0.92,9,0
6.52,8.15,9.75,1,7,7,3,-0.13,6,1
8.69,8.12,8.65,0,9,10,3,0.29,6,1
9.27,6.69,9.23,1,10,2,3,0.32,2,1
9.79,6.28,7.83,0,7,9,2,0.63,3,1
6.36,7.99,7.05,1,10,6,1,-0.37,2,1
7.75,7.63,7.72,0,4,2,3,-0.02,10,1
7.44,9.23,7.55,0,7,5,4,0.62,2,1
9.17,7.12,8.59,0,4,5,3,-0.3,8,1
6.17,7.04,9.5,0,3,3,3,0.29,6,1
7.49,7.41,8.17,1,4,10,3,0.12,10,1
8.96,8.65,7.42,0,10,10,2,-0.46,7,1
7.52,7.21,7.84,0,1,1,1,-0.13,8,0
7.75,6.87,6.52,1,7,9,3,-0.13,5,1
8.37,9.55,9.56,0,6,5,5,-0.37,8,1
6.89,9.73,7.38,1,4,5,4,-0.23,8,1
9.75,6.68,6.45,1,3,9,5,0.82,9,1
8.23,7.22,6.35,1,7,9,3,0.36,9,1
7.15,7.12,6.64,1,6,5,2,0.86,4,1
7.31,6.45,9.48,0,6,3,2,-0.03,10,1
6.22,7.42,7.93,1,1,4,4,0.81,9,1
7.33,6.5,6.43,1,5,1,4,-0.03,1,1
8.11,6.23,6.44,0,10,3,5,0.7,9,1
7.27,9.1,6.21,0,1,4,1,-0.42,4,0
9.73,9.44,8.84,1,7,10,2,0.95,6,1
9.85,7.16,9.41,1,5,8,2,-0.27,6,1
8.48,6.64,9.87,1,5,2,1,0.62,9,1
7.24,8.03,7.61,0,4,10,1,0.4,6,1
7.31,8.51,7.1,0,8,7,2,0.81,10,1
8.86,7.26,7.23,0,9,3,1,0.43,6,1
7.31,7.14,7.91,0,6,6,2,0.65,9,1
9.42,6.02,9.75,0,1,3,2,0.27,2,0
9.34,9.02,7.93,1,10,8,2,0.29,9,1
6.15,8.57,7.05,1,6,1,4,0.78,5,1
6.28,6.23,9.71,1,5,4,4,0.42,5,1
7.53,7.13,8.89,0,10,6,2,0.14,3,1
6.21,7.78,6.2,1,5,2,2,-0.04,9,1
6.19,8.27,9.05,0,2,1,3,-0.49,4,1
7.44,8.16,8.71,1,1,3,1,0.9,2,0
9.37,7.45,8.64,0,7,4,2,-0.41,8,1
9.4,7.17,6.67,0,9,4,1,0.26,1,1
7.72,7.88,6.63,0,4,1,3,0.89,2,1
7.62,7.82,8.82,0,7,1,3,0.09,5,1
7.51,8.13,6.0,0,4,5,3,-0.25,10,1
6.77,8.02,9.46,0,9,3,4,0.61,2,1
6.16,9.94,7.53,0,4,3,1,0.38,9,1
7.82,9.45,9.67,1,5,4,1,0.09,9,1
6.08,6.82,7.95,0,8,5,5,0.2,9,1
7.96,6.48,9.21,0,1,10,2,-0.48,8,0
7.55,6.97,9.7,0,7,1,4,0.96,5,1
8.01,6.73,8.3,1,1,1,2,0.0,4,0
8.59,6.07,8.62,1,6,10,1,0.22,1,1
6.51,7.43,8.37,1,2,6,1,-0.02,7,1
6.27,6.11,6.98,0,7,5,3,-0.21,4,1
9.15,7.24,7.31,0,7,10,5,0.86,8,1
7.64,7.93,6.28,1,1,9,2,-0.08,10,1
8.22,8.11,9.06,1,6,10,3,0.44,7,1
8.62,7.89,8.29,0,2,9,3,0.84,5,1
8.47,9.08,6.42,0,5,6,2,0.73,6,1
8.92,7.64,8.52,0,7,3,1,0.44,6,1
9.02,7.1,9.62,1,3,3,5,-0.35,10,1
7.82,7.59,7.3,0,4,4,2,0.21,2,0
7.52,8.01,8.42,0,3,9,2,-0.24,7,1
6.9,7.86,7.06,1,3,8,2,-0.38,1,0
9.74,6.73,7.01,1,7,3,4,0.18,9,1
6.41,6.43,6.4,0,7,9,5,-0.05,6,1
7.02,9.43,8.19,0,1,8,2,-0.39,7,0
7.35,7.89,8.45,0,7,10,1,0.73,7,1
8.4,8.78,9.3,1,7,10,1,0.78,1,1
7.02,9.93,9.93,0,5,9,3,0.73,6,1
6.0,9.22,6.32,0,2,4,2,0.95,2,0
7.73,9.05,9.97,0,1,6,1,-0.29,1,0
8.11,9.3,9.43,0,8,1,1,0.94,6,1
6.64,9.91,6.63,0,2,2,1,0.15,4,0
7.49,8.68,6.29,0,2,3,3,0.68,2,0
9.08,7.06,6.02,0,8,6,2,0.92,6,1
6.93,8.43,7.61,0,3,6,2,-0.15,9,1
9.32,7.4,7.7,1,3,9,5,0.91,5,1
8.58,6.05,6.65,1,5,10,1,0.98,10,1
8.82,7.82,8.16,1,5,2,1,-0.27,9,1
8.32,6.76,9.6,0,2,10,4,0.13,9,1
7.45,7.0,8.73,1,3,6,2,0.37,2,1
7.3,6.38,9.9,0,1,7,5,0.38,5,1
7.0,6.26,8.76,0,7,6,5,0.27,3,1
9.88,6.7,8.39,0,10,4,5,0.74,5,1
7.2,6.77,6.46,0,8,5,4,0.12,3,1
8.22,8.11,8.94,0,10,10,2,-0.22,10,1
6.91,7.12,6.51,0,10,10,4,0.63,1,1
7.36,8.83,8.23,1,7,4,5,-0.21,10,1
8.42,9.49,10.0,0,3,1,4,-0.11,1,1
9.38,8.44,6.16,1,1,6,1,0.75,7,1
6.15,9.48,8.05,0,1,4,2,0.32,3,0
6.38,6.22,8.9,0,3,7,5,0.52,1,1
6.68,7.09,6.85,1,5,7,1,-0.18,8,1
7.62,8.03,9.89,0,9,5,2,0.52,7,1
9.72,9.35,9.98,0,7,8,2,0.73,4,1
8.2,8.99,9.14,0,3,10,1,0.94,2,1
8.34,8.19,8.56,1,7,5,3,-0.28,1,1
9.36,8.81,9.16,1,4,8,2,-0.06,1,1
9.96,6.67,6.19,1,9,6,4,0.56,3,1
8.29,8.0,9.42,0,1,5,5,0.31,4,1
8.94,8.66,6.45,1,1,7,5,0.88,9,1
9.28,6.15,7.47,1,4,8,1,-0.49,4,1
9.67,8.82,8.69,0,5,6,1,0.56,9,1
7.53,6.89,9.3,0,1,1,4,0.76,2,1
6.93,8.94,7.22,0,3,2,2,0.86,2,0
9.36,9.39,9.09,0,6,9,3,0.83,6,1
8.55,6.2,9.71,0,9,8,5,0.59,1,1
8.05,8.6,9.56,0,9,2,2,0.37,1,1
9.35,9.53,9.69,0,2,7,3,0.18,9,1
7.75,7.05,6.66,0,1,7,4,0.53,8,1
9.23,6.76,6.44,0,9,7,5,-0.03,6,1
7.11,8.57,8.77,1,5,8,3,0.27,10,1
8.46,7.93,6.37,0,7,2,3,0.43,8,1
9.35,6.29,9.52,0,3,3,4,-0.31,3,1
6.4,6.13,8.24,0,8,4,4,-0.49,3,1
6.06,6.37,7.31,0,7,6,2,0.93,6,1
9.94,8.22,9.72,1,8,6,5,-0.42,7,1
7.7,9.73,8.17,1,8,6,4,0.08,2,1
9.66,6.83,8.66,1,8,5,2,0.98,2,1
8.4,6.69,8.97,0,2,10,1,0.17,4,0
6.99,8.99,7.05,0,2,6,2,0.42,8,0
8.31,9.74,9.47,0,7,1,2,0.07,9,1
7.88,9.43,7.19,0,5,10,3,0.01,7,1
9.0,7.75,9.73,1,6,8,4,-0.48,8,1
9.41,8.0,8.72,0,3,1,4,0.9,9,1
6.0,9.75,6.66,1,7,1,5,-0.03,5,1
9.42,7.03,6.08,0,9,7,1,0.22,9,1
6.92,8.06,7.01,0,1,7,5,0.45,2,0
8.91,7.81,9.43,0,3,9,4,-0.2,2,1
9.25,6.14,8.11,1,1,3,5,0.76,9,1
6.27,7.86,9.28,0,3,6,2,-0.48,10,1
8.79,9.16,7.18,0,5,2,2,-0.15,9,1
7.16,6.06,8.3,1,9,6,4,-0.21,2,1
9.94,7.19,8.4,0,7,9,3,0.81,2,1
7.55,7.66,8.99,0,10,1,4,0.24,3,1
6.84,7.58,7.27,1,1,9,3,0.16,6,1
9.93,7.6,7.66,0,3,10,1,-0.1,1,0
9.97,6.52,9.18,0,7,8,3,-0.43,1,1
7.79,7.89,8.57,1,6,1,4,-0.44,7,1
9.76,7.04,9.41,0,5,8,1,0.59,7,1
7.05,6.49,8.04,0,6,8,2,-0.19,1,1
7.53,6.56,8.5,0,10,7,3,0.93,7,1
9.14,9.31,9.66,0,7,10,4,-0.31,4,1
9.59,6.51,6.1,0,10,3,2,-0.37,5,1
9.69,9.03,8.93,1,6,5,5,0.17,4,1
7.93,7.29,9.36,0,6,8,5,0.53,5,1
6.47,7.09,6.84,1,4,7,1,0.6,2,0
8.75,6.38,9.69,1,9,7,4,-0.11,8,1
8.69,9.37,7.6,1,6,7,2,-0.09,5,1
6.82,7.0,7.35,1,10,9,4,-0.18,4,1
9.22,7.41,8.57,1,10,9,5,0.78,3,1
7.09,9.42,7.39,0,7,1,1,-0.44,3,0
8.83,6.12,9.48,0,6,9,3,0.94,1,1
7.43,6.73,8.57,0,6,7,4,0.92,5,1
7.8,8.28,7.74,0,2,1,2,-0.0,9,1
7.0,8.44,8.34,0,10,9,3,-0.18,4,1
8.12,7.66,9.4,0,4,6,5,0.38,6,1
6.54,7.28,9.65,1,10,1,4,0.98,9,1
7.98,8.97,9.08,0,10,6,3,0.22,4,1
7.12,8.92,6.97,1,6,9,2,0.52,7,1
6.0,6.51,9.73,1,4,3,2,0.41,5,1
7.9,9.16,6.53,0,4,9,5,-0.07,10,1
6.14,8.2,8.83,0,6,8,3,-0.12,3,1
8.69,6.79,9.58,0,8,3,4,0.8,6,1
9.85,6.51,7.68,0,9,1,3,0.98,1,1
9.26,9.21,7.95,1,7,7,4,0.97,1,1
9.74,8.08,7.46,0,6,1,2,-0.19,1,0
7.4,9.03,8.33,0,8,6,3,0.91,10,1
6.51,6.23,7.22,1,10,4,5,0.6,4,1
6.42,8.75,9.91,1,5,10,5,-0.21,7,1
6.67,8.33,9.9,0,6,6,4,0.18,9,1
7.3,6.44,7.77,0,5,5,4,-0.49,2,0
8.68,6.86,8.36,1,3,4,4,0.57,10,1
8.49,7.65,9.44,0,8,1,1,-0.18,10,1
8.42,7.92,9.26,0,4,6,2,-0.4,10,1
9.54,8.6,6.65,0,8,1,1,-0.23,8,1
9.39,7.77,6.07,0,5,10,4,-0.39,5,1
8.08,9.35,9.32,0,8,6,2,-0.47,10,1
6.86,6.16,6.8,1,6,3,3,0.69,7,1
7.91,7.08,6.12,1,2,3,2,0.07,9,1
7.98,6.52,8.78,0,8,9,5,0.74,8,1
9.61,9.46,7.86,0,6,5,5,0.68,4,1
7.85,9.14,9.29,1,7,10,5,-0.43,6,1
6.13,7.87,8.59,0,4,9,2,-0.2,6,1
7.88,8.11,10.0,0,8,9,4,0.44,4,1
9.05,7.79,9.16,0,7,6,3,0.16,9,1
7.55,6.68,6.91,0,3,7,3,-0.24,3,0
6.27,9.32,8.25,0,6,9,4,0.41,6,1
7.1,9.23,7.47,1,6,10,5,0.03,4,1
9.4,7.7,6.27,1,6,1,4,0.03,7,1
6.66,8.98,7.51,1,4,10,3,-0.1,5,1
6.01,9.49,6.12,1,6,5,1,0.94,3,1
8.68,6.29,8.99,0,9,9,2,0.53,8,1
7.24,6.97,7.11,0,8,1,3,0.92,8,1
9.37,6.82,8.97,1,8,1,3,-0.35,3,1
6.06,6.88,7.13,1,4,8,3,-0.37,1,0
7.57,7.96,6.44,0,8,4,5,-0.29,8,1
8.06,6.93,6.72,0,4,8,1,0.91,1,0
7.26,7.7,7.24,0,6,10,5,0.68,1,1
8.38,9.66,7.15,0,5,3,2,0.79,7,1
9.82,9.69,7.83,0,5,3,4,-0.26,6,1
6.43,7.95,8.79,0,4,5,5,0.86,5,1
8.31,6.61,6.71,1,4,5,4,0.49,4,1
8.7,9.22,8.64,1,7,4,4,0.77,1,1
8.72,6.27,8.37,0,7,9,5,0.95,9,1
9.53,7.94,8.17,0,10,4,5,-0.2,9,1
7.07,9.44,6.28,0,5,2,4,-0.41,10,1
6.63,7.25,6.42,1,1,1,2,0.27,3,0
8.96,8.17,8.12,0,9,1,1,0.13,10,1
9.44,6.62,7.81,0,6,9,1,0.05,7,1
9.8,9.83,6.39,0,5,1,4,0.25,3,1
8.55,9.34,9.2,0,9,10,3,-0.14,1,1
9.24,8.22,9.79,0,10,8,5,0.32,9,1
8.14,7.8,7.76,0,7,1,4,0.48,3,1
6.45,7.76,7.92,0,4,7,2,0.82,3,1
9.9,6.03,9.6,0,3,8,2,-0.24,7,1
9.79,6.54,7.99,0,2,3,2,-0.28,3,0
6.58,6.04,9.23,0,1,6,2,-0.03,6,0
8.1,6.1,9.16,0,2,10,1,-0.41,8,0
7.88,8.29,9.71,0,10,6,1,0.62,6,1
9.22,7.16,8.66,1,5,3,2,-0.4,5,1
9.6,9.29,8.73,1,2,1,4,0.44,1,1
7.14,6.7,8.97,1,8,4,1,0.09,9,1
6.48,7.7,7.15,1,3,7,2,-0.45,9,1
7.01,6.69,9.83,0,10,3,4,0.61,6,1
7.97,6.08,8.69,0,9,4,2,-0.39,5,1
6.68,7.02,7.05,0,6,6,4,0.56,10,1
6.44,7.11,9.09,0,10,4,4,0.49,3,1
6.47,6.74,6.45,0,10,5,1,0.44,4,1
7.29,6.09,8.0,0,2,1,2,0.65,8,1
8.21,9.01,7.13,0,5,9,2,-0.2,7,1
9.38,7.39,8.62,0,4,5,4,0.19,7,1
8.6,7.32,7.57,0,1,5,3,0.58,2,0
9.77,6.17,8.01,0,5,8,5,0.36,2,1
6.33,6.5,6.74,0,10,2,1,-0.41,1,0
7.88,6.12,8.76,0,8,7,5,0.36,9,1
9.34,9.14,9.3,0,5,8,3,0.54,2,1
9.67,6.54,8.69,0,5,7,3,-0.27,10,1
6.03,6.24,7.72,0,4,8,4,-0.24,8,1
7.98,6.04,6.56,0,9,8,1,0.92,9,1
6.08,7.45,8.13,0,8,9,2,-0.21,8,1
9.49,6.86,6.34,1,1,9,5,0.17,3,1
8.01,8.89,6.02,0,6,9,4,0.13,7,1
6.69,8.67,8.44,0,4,8,5,0.05,4,1
9.72,7.21,9.46,0,6,5,5,0.37,7,1
6.02,8.26,7.36,0,4,2,2,-0.18,10,1
8.08,7.8,6.05,1,9,9,5,0.3,6,1
7.7,8.2,8.71,0,1,6,5,0.33,4,1
7.49,7.05,9.04,0,8,10,3,0.06,3,1
9.77,9.27,8.35,0,1,3,5,0.44,5,1
8.9,7.74,8.52,0,1,1,1,0.25,7,0
9.04,9.71,7.83,0,3,1,1,-0.39,6,0
9.49,7.94,7.22,0,10,9,2,-0.33,7,1
6.5,6.17,7.13,1,10,6,3,0.18,2,1
6.58,7.27,9.9,0,2,9,3,0.28,4,1
9.97,9.71,7.23,0,2,6,1,0.91,7,1
9.69,9.41,9.1,0,8,7,2,0.9,9,1
9.43,7.06,8.06,1,6,3,2,0.64,1,1
7.88,7.32,9.02,0,10,5,1,0.97,3,1
8.45,7.73,6.28,1,6,10,5,-0.07,7,1
8.09,6.63,6.5,1,7,6,2,0.7,6,1
6.89,8.87,9.77,0,7,3,1,0.34,3,1
7.0,7.59,7.71,1,7,1,5,0.38,10,1
8.84,9.8,6.98,0,5,7,4,0.38,10,1
7.44,9.76,8.14,0,10,5,2,0.6,3,1
7.68,8.03,6.25,0,2,2,1,0.45,4,0
6.5,9.73,8.42,1,1,5,2,0.46,3,1
7.33,6.88,7.99,0,10,1,3,-0.09,5,1
6.12,9.08,8.49,0,4,3,5,0.7,8,1
6.03,6.19,6.77,0,9,6,2,0.55,8,1
9.78,7.77,8.4,0,3,1,5,0.55,6,1
9.17,8.33,9.64,0,9,1,5,0.45,6,1
9.39,6.51,6.37,0,3,4,1,0.73,3,0
8.01,8.08,7.79,0,9,9,2,0.64,7,1
7.47,6.08,6.4,1,5,2,5,0.27,5,1
6.95,7.79,6.76,1,5,5,1,0.1,7,1
9.08,7.31,6.97,0,3,9,4,0.26,3,0
7.32,6.71,9.06,0,3,5,5,-0.07,10,1
